,Climate ID,Cool Deg Days (°C),Cool Deg Days Flag,Data Quality,Date/Time,Day,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Heat Deg Days (°C),Heat Deg Days Flag,Latitude (y),Longitude (x),Max Temp (°C),Max Temp Flag,Mean Temp (°C),Mean Temp Flag,Min Temp (°C),Min Temp Flag,Month,Snow on Grnd (cm),Snow on Grnd Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station Name,Total Precip (mm),Total Precip Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Unnamed: 0,Unnamed: 0.1,Year
47,8202000,0.0,,,2023-02-17,17,2.0,,19.4,,44.98,-64.92,3.1,,-1.4,,-5.8,,2,2.0,,41.0,,GREENWOOD A,14.8,,9.8,,5.0,,47,47,2023
48,8202000,0.0,,,2023-02-18,18,1.0,,25.5,,44.98,-64.92,-4.9,,-7.5,,-10.0,,2,6.0,,37.0,,GREENWOOD A,1.0,,0.0,,2.0,,48,48,2023
49,8202000,0.0,,,2023-02-19,19,17.0,,19.7,,44.98,-64.92,4.1,,-1.7,,-7.5,,2,6.0,,37.0,,GREENWOOD A,0.0,,0.0,,0.0,,49,49,2023
50,8202000,0.0,,,2023-02-20,20,16.0,,11.8,,44.98,-64.92,10.1,,6.2,,2.2,,2,2.0,,44.0,,GREENWOOD A,6.8,,6.8,,0.0,,50,50,2023
51,8202000,0.0,,,2023-02-21,21,31.0,,20.0,,44.98,-64.92,3.4,,-2.0,,-7.4,,2,0.0,T,33.0,,GREENWOOD A,0.0,,0.0,,0.0,,51,51,2023
52,8202000,0.0,,,2023-02-22,22,27.0,,20.1,,44.98,-64.92,4.1,,-2.1,,-8.2,,2,,,54.0,,GREENWOOD A,0.0,,0.0,,0.0,,52,52,2023
53,8202000,0.0,,,2023-02-23,23,,,25.8,,44.98,-64.92,-6.0,,-7.8,,-9.6,,2,0.0,T,,,GREENWOOD A,1.0,,0.0,,1.0,,53,53,2023
54,8202000,0.0,,,2023-02-24,24,5.0,,27.4,,44.98,-64.92,-7.0,,-9.4,,-11.8,,2,1.0,,48.0,,GREENWOOD A,6.6,,0.0,,11.0,,54,54,2023
55,8202000,0.0,,,2023-02-25,25,30.0,,31.8,,44.98,-64.92,-10.8,,-13.8,,-16.8,,2,10.0,,33.0,,GREENWOOD A,0.6,,0.0,,0.6,,55,55,2023
56,8202000,0.0,,,2023-02-26,26,,,33.7,,44.98,-64.92,-7.1,,-15.7,,-24.2,,2,10.0,,,,GREENWOOD A,0.9,,0.0,,2.0,,56,56,2023
57,8202000,0.0,,,2023-02-27,27,,,30.5,,44.98,-64.92,-5.5,,-12.5,,-19.4,,2,12.0,,,,GREENWOOD A,0.0,,0.0,,0.0,,57,57,2023
58,8202000,0.0,,,2023-02-28,28,10.0,,28.7,,44.98,-64.92,-2.8,,-10.7,,-18.5,,2,12.0,,33.0,,GREENWOOD A,0.6,,0.0,,0.6,,58,58,2023
59,8202000,0.0,,,2023-03-01,1,,,22.0,,44.98,-64.92,0.4,,-4.0,,-8.3,,3,12.0,,,,GREENWOOD A,4.0,,0.0,,5.0,,59,59,2023
60,8202000,0.0,,,2023-03-02,2,1.0,,23.8,,44.98,-64.92,0.4,,-5.8,,-11.9,,3,10.0,,48.0,,GREENWOOD A,11.6,,0.0,,18.0,,60,60,2023
61,8202000,0.0,,,2023-03-03,3,26.0,,22.6,,44.98,-64.92,0.4,,-4.6,,-9.5,,3,30.0,,46.0,,GREENWOOD A,1.8,,0.0,,2.0,,61,61,2023
62,8202000,0.0,,,2023-03-04,4,,,26.3,,44.98,-64.92,-2.8,,-8.3,,-13.7,,3,30.0,,,,GREENWOOD A,0.0,,0.0,,0.0,,62,62,2023
63,8202000,0.0,,,2023-03-05,5,28.0,,20.3,,44.98,-64.92,4.0,,-2.3,,-8.5,,3,30.0,,57.0,,GREENWOOD A,0.0,,0.0,,0.0,,63,63,2023
64,8202000,0.0,,,2023-03-06,6,29.0,,18.5,,44.98,-64.92,1.6,,-0.5,,-2.5,,3,26.0,,59.0,,GREENWOOD A,4.6,,0.0,,6.2,,64,64,2023
65,8202000,0.0,,,2023-03-07,7,1.0,,18.8,,44.98,-64.92,1.5,,-0.8,,-3.1,,3,28.0,,37.0,,GREENWOOD A,0.2,,0.0,,0.2,,65,65,2023
66,8202000,0.0,,,2023-03-08,8,36.0,,17.4,,44.98,-64.92,2.8,,0.6,,-1.6,,3,25.0,,69.0,,GREENWOOD A,1.0,,0.0,,1.0,,66,66,2023
67,8202000,0.0,,,2023-03-09,9,2.0,,18.9,,44.98,-64.92,2.4,,-0.9,,-4.2,,3,17.0,,52.0,,GREENWOOD A,0.0,T,0.0,,0.0,T,67,67,2023
68,8202000,0.0,,,2023-03-10,10,,,20.6,,44.98,-64.92,2.8,,-2.6,,-7.9,,3,15.0,,,,GREENWOOD A,0.0,,0.0,,0.0,,68,68,2023
69,8202000,0.0,,,2023-03-11,11,3.0,,21.4,,44.98,-64.92,3.8,,-3.4,,-10.6,,3,14.0,,44.0,,GREENWOOD A,0.0,,0.0,,0.0,,69,69,2023
70,8202000,0.0,,,2023-03-12,12,4.0,,17.6,,44.98,-64.92,6.2,,0.4,,-5.4,,3,12.0,,41.0,,GREENWOOD A,0.0,,0.0,,0.0,,70,70,2023
71,8202000,0.0,,,2023-03-13,13,,,19.6,,44.98,-64.92,5.7,,-1.6,,-8.8,,3,6.0,,,,GREENWOOD A,0.0,,0.0,,0.0,,71,71,2023
72,8202000,0.0,,,2023-03-14,14,8.0,,17.3,,44.98,-64.92,3.6,,0.7,,-2.2,,3,2.0,,59.0,,GREENWOOD A,9.0,,3.0,,6.0,,72,72,2023
73,8202000,0.0,,,2023-03-15,15,6.0,,16.5,,44.98,-64.92,4.1,,1.5,,-1.1,,3,5.0,,37.0,,GREENWOOD A,6.2,,0.8,,5.4,,73,73,2023
74,8202000,0.0,,,2023-03-16,16,34.0,,17.8,,44.98,-64.92,1.4,,0.2,,-1.0,,3,6.0,,46.0,,GREENWOOD A,1.8,,0.0,,2.2,,74,74,2023
75,8202000,0.0,,,2023-03-17,17,,,15.3,,44.98,-64.92,6.5,,2.7,,-1.1,,3,3.0,,,,GREENWOOD A,0.0,T,0.0,,0.0,T,75,75,2023
76,8202000,0.0,,,2023-03-18,18,,,11.9,,44.98,-64.92,9.6,,6.1,,2.6,,3,0.0,T,,,GREENWOOD A,1.0,,1.0,,0.0,,76,76,2023
77,8202000,0.0,,,2023-03-19,19,25.0,,17.5,,44.98,-64.92,4.6,,0.5,,-3.6,,3,0.0,T,69.0,,GREENWOOD A,1.8,,0.0,,0.6,,77,77,2023
78,8202000,0.0,,,2023-03-20,20,25.0,,18.4,,44.98,-64.92,4.4,,-0.4,,-5.1,,3,0.0,T,67.0,,GREENWOOD A,0.0,,0.0,,0.0,,78,78,2023
79,8202000,0.0,,,2023-03-21,21,,,15.5,,44.98,-64.92,10.0,,2.5,,-5.0,,3,,,,,GREENWOOD A,0.4,,0.4,,0.0,,79,79,2023
80,8202000,0.0,,,2023-03-22,22,26.0,,17.6,,44.98,-64.92,4.0,,0.4,,-3.3,,3,,,33.0,,GREENWOOD A,0.0,,0.0,,0.0,,80,80,2023
81,8202000,0.0,,,2023-03-23,23,15.0,,18.7,,44.98,-64.92,2.6,,-0.7,,-4.0,,3,,,37.0,,GREENWOOD A,20.8,,20.8,,0.0,T,81,81,2023
82,8202000,0.0,,,2023-03-24,24,22.0,,16.4,,44.98,-64.92,3.0,,1.6,,0.2,,3,0.0,T,44.0,,GREENWOOD A,0.2,,0.2,,0.0,T,82,82,2023
83,8202000,0.0,,,2023-03-25,25,36.0,,15.7,,44.98,-64.92,4.6,,2.3,,0.0,,3,0.0,T,31.0,,GREENWOOD A,0.0,T,0.0,,0.0,T,83,83,2023
84,8202000,0.0,,,2023-03-26,26,28.0,,16.6,,44.98,-64.92,3.6,,1.4,,-0.9,,3,1.0,,41.0,,GREENWOOD A,4.9,,0.4,,4.5,,84,84,2023
85,8202000,0.0,,,2023-03-27,27,30.0,,15.5,,44.98,-64.92,5.7,,2.5,,-0.8,,3,,,33.0,,GREENWOOD A,0.0,,0.0,,0.0,,85,85,2023
86,8202000,0.0,,,2023-03-28,28,,,15.8,,44.98,-64.92,5.9,,2.2,,-1.5,,3,,,,,GREENWOOD A,0.0,T,0.0,,0.0,T,86,86,2023
87,8202000,0.0,,,2023-03-29,29,,,15.7,,44.98,-64.92,8.3,,2.3,,-3.7,,3,,,,,GREENWOOD A,0.0,,0.0,,0.0,,87,87,2023
88,8202000,0.0,,,2023-03-30,30,25.0,,17.4,,44.98,-64.92,6.2,,0.6,,-5.0,,3,2.0,E,56.0,,GREENWOOD A,2.4,,0.0,,2.4,,88,88,2023
89,8202000,0.0,,,2023-03-31,31,30.0,,18.1,,44.98,-64.92,4.5,,-0.1,,-4.6,,3,0.0,T,52.0,,GREENWOOD A,0.0,T,0.0,,0.0,T,89,89,2023
90,8202000,0.0,,,2023-04-01,1,13.0,,14.6,,44.98,-64.92,7.9,,3.4,,-1.2,,4,1.0,,33.0,,GREENWOOD A,15.8,,13.8,,2.0,,90,90,2023
91,8202000,0.0,,,2023-04-02,2,31.0,,15.8,,44.98,-64.92,6.4,,2.2,,-2.0,,4,,,57.0,,GREENWOOD A,0.4,,0.0,,0.4,,91,91,2023
92,8202000,0.0,,,2023-04-03,3,31.0,,15.6,,44.98,-64.92,8.0,,2.4,,-3.3,,4,,,41.0,,GREENWOOD A,0.0,T,0.0,,0.0,T,92,92,2023
93,8202000,0.0,,,2023-04-04,4,24.0,,11.3,,44.98,-64.92,12.6,,6.7,,0.8,,4,,,39.0,,GREENWOOD A,0.0,,0.0,,0.0,,93,93,2023
94,8202000,0.0,,,2023-04-05,5,,,16.4,,44.98,-64.92,4.1,,1.6,,-0.9,,4,,,,,GREENWOOD A,7.4,,7.4,,0.0,T,94,94,2023
95,8202000,0.0,,,2023-04-06,6,,,15.0,,44.98,-64.92,6.3,,3.0,,-0.3,,4,,,,,GREENWOOD A,11.1,,11.1,,0.0,,95,95,2023
96,8202000,0.0,,,2023-04-07,7,27.0,,13.2,,44.98,-64.92,11.6,,4.8,,-2.0,,4,,,72.0,,GREENWOOD A,0.4,,0.4,,0.0,,96,96,2023
97,8202000,0.0,,,2023-04-08,8,27.0,,17.7,,44.98,-64.92,3.8,,0.3,,-3.3,,4,,,50.0,,GREENWOOD A,0.0,,0.0,,0.0,,97,97,2023
98,8202000,0.0,,,2023-04-09,9,27.0,,16.3,,44.98,-64.92,6.6,,1.7,,-3.3,,4,,,35.0,,GREENWOOD A,0.0,,0.0,,0.0,,98,98,2023
99,8202000,0.0,,,2023-04-10,10,26.0,,11.4,,44.98,-64.92,14.2,,6.6,,-1.0,,4,,,48.0,,GREENWOOD A,0.0,,0.0,,0.0,,99,99,2023
100,8202000,0.0,,,2023-04-11,11,24.0,,8.8,,44.98,-64.92,19.3,,9.2,,-1.0,,4,,,61.0,,GREENWOOD A,0.2,,0.2,,0.0,,100,100,2023
101,8202000,0.0,,,2023-04-12,12,23.0,,10.2,,44.98,-64.92,10.5,,7.8,,5.0,,4,,,59.0,,GREENWOOD A,0.0,T,0.0,T,0.0,,101,101,2023
102,8202000,0.0,,,2023-04-13,13,26.0,,9.1,,44.98,-64.92,17.3,,8.9,,0.4,,4,,,44.0,,GREENWOOD A,0.0,,0.0,,0.0,,102,102,2023
103,8202000,0.0,,,2023-04-14,14,1.0,,8.3,,44.98,-64.92,16.5,,9.7,,2.9,,4,,,33.0,,GREENWOOD A,0.0,,0.0,,0.0,,103,103,2023
104,8202000,0.0,,,2023-04-15,15,16.0,,7.7,,44.98,-64.92,20.2,,10.3,,0.3,,4,,,31.0,,GREENWOOD A,0.0,,0.0,,0.0,,104,104,2023
105,8202000,0.0,,,2023-04-16,16,,,7.4,,44.98,-64.92,15.2,,10.6,,6.0,,4,,,,,GREENWOOD A,0.4,,0.4,,0.0,,105,105,2023
106,8202000,0.0,,,2023-04-17,17,16.0,,4.7,,44.98,-64.92,19.0,,13.3,,7.6,,4,,,41.0,,GREENWOOD A,0.4,,0.4,,0.0,,106,106,2023
107,8202000,0.0,,,2023-04-18,18,22.0,,5.3,,44.98,-64.92,20.1,,12.7,,5.3,,4,,,59.0,,GREENWOOD A,4.8,,4.8,,0.0,,107,107,2023
108,8202000,0.0,,,2023-04-19,19,,,10.7,,44.98,-64.92,11.0,,7.3,,3.5,,4,,,,,GREENWOOD A,1.0,,1.0,,0.0,,108,108,2023
109,8202000,0.0,,,2023-04-20,20,27.0,,10.9,,44.98,-64.92,11.5,,7.1,,2.7,,4,,,39.0,,GREENWOOD A,0.4,,0.4,,0.0,,109,109,2023
110,8202000,0.0,,,2023-04-21,21,2.0,,12.5,,44.98,-64.92,10.3,,5.5,,0.7,,4,,,37.0,,GREENWOOD A,0.0,,0.0,,0.0,,110,110,2023
111,8202000,0.0,,,2023-04-22,22,8.0,,10.1,,44.98,-64.92,13.9,,7.9,,1.9,,4,,,31.0,,GREENWOOD A,0.0,,0.0,,0.0,,111,111,2023
112,8202000,0.0,,,2023-04-23,23,6.0,,9.9,,44.98,-64.92,16.1,,8.1,,0.0,,4,,,31.0,,GREENWOOD A,0.0,,0.0,,0.0,,112,112,2023
113,8202000,0.0,,,2023-04-24,24,,,8.5,,44.98,-64.92,15.0,,9.5,,3.9,,4,,,,,GREENWOOD A,0.0,,0.0,,0.0,,113,113,2023
114,8202000,0.0,,,2023-04-25,25,,,11.2,,44.98,-64.92,11.6,,6.8,,1.9,,4,,,,,GREENWOOD A,0.0,,0.0,,0.0,,114,114,2023
115,8202000,0.0,,,2023-04-26,26,,,13.0,,44.98,-64.92,11.0,,5.0,,-1.0,,4,,,,,GREENWOOD A,1.2,,1.2,,0.0,,115,115,2023
116,8202000,0.0,,,2023-04-27,27,21.0,,8.7,,44.98,-64.92,13.6,,9.3,,5.0,,4,,,31.0,,GREENWOOD A,0.8,,0.8,,0.0,,116,116,2023
117,8202000,0.0,,,2023-04-28,28,36.0,,8.9,,44.98,-64.92,16.2,,9.1,,1.9,,4,,,31.0,,GREENWOOD A,0.0,,0.0,,0.0,,117,117,2023
118,8202000,0.0,,,2023-04-29,29,,,8.9,,44.98,-64.92,18.6,,9.1,,-0.4,,4,,,,,GREENWOOD A,0.0,,0.0,,0.0,,118,118,2023
119,8202000,0.0,,,2023-04-30,30,12.0,,10.2,,44.98,-64.92,12.7,,7.8,,2.8,,4,,,41.0,,GREENWOOD A,0.0,,0.0,,0.0,,119,119,2023
120,8202000,0.0,,,2023-05-01,1,12.0,,8.5,,44.98,-64.92,12.0,,9.5,,7.0,,5,,,72.0,,GREENWOOD A,14.4,,14.4,,0.0,,120,120,2023
121,8202000,0.0,,,2023-05-02,2,,,9.0,,44.98,-64.92,13.4,,9.0,,4.5,,5,,,,,GREENWOOD A,0.0,T,0.0,T,0.0,,121,121,2023
122,8202000,0.0,,,2023-05-03,3,7.0,,12.8,,44.98,-64.92,7.1,,5.2,,3.2,,5,,,35.0,,GREENWOOD A,0.0,T,0.0,T,0.0,,122,122,2023
123,8202000,0.0,,,2023-05-04,4,4.0,,11.9,,44.98,-64.92,8.6,,6.1,,3.6,,5,,,46.0,,GREENWOOD A,0.0,T,0.0,T,0.0,,123,123,2023
124,8202000,0.0,,,2023-05-05,5,2.0,,12.4,,44.98,-64.92,11.0,,5.6,,0.2,,5,,,48.0,,GREENWOOD A,0.0,,0.0,,0.0,,124,124,2023
125,8202000,0.0,,,2023-05-06,6,6.0,,10.0,,44.98,-64.92,17.0,,8.0,,-1.1,,5,,,41.0,,GREENWOOD A,0.0,,0.0,,0.0,,125,125,2023
126,8202000,0.0,,,2023-05-07,7,26.0,,7.2,,44.98,-64.92,22.6,,10.8,,-1.1,,5,,,52.0,,GREENWOOD A,0.0,,0.0,,0.0,,126,126,2023
127,8202000,0.0,,,2023-05-08,8,31.0,,8.1,,44.98,-64.92,18.2,,9.9,,1.6,,5,,,50.0,,GREENWOOD A,0.0,T,0.0,T,0.0,,127,127,2023
128,8202000,0.0,,,2023-05-09,9,31.0,,11.9,,44.98,-64.92,11.5,,6.1,,0.7,,5,,,41.0,,GREENWOOD A,0.0,,0.0,,0.0,,128,128,2023
129,8202000,0.0,,,2023-05-10,10,26.0,,10.6,,44.98,-64.92,15.6,,7.4,,-0.9,,5,,,48.0,,GREENWOOD A,0.0,,0.0,,0.0,,129,129,2023
130,8202000,0.0,,,2023-05-11,11,,,4.6,,44.98,-64.92,20.6,,13.4,,6.2,,5,,,,,GREENWOOD A,0.0,,0.0,,0.0,,130,130,2023
131,8202000,0.0,,,2023-05-12,12,,,4.2,,44.98,-64.92,24.2,,13.8,,3.4,,5,,,,,GREENWOOD A,0.0,,0.0,,0.0,,131,131,2023
132,8202000,0.0,,,2023-05-13,13,28.0,,6.0,,44.98,-64.92,19.0,,12.0,,5.0,,5,,,39.0,,GREENWOOD A,4.2,,4.2,,0.0,,132,132,2023
133,8202000,0.0,,,2023-05-14,14,30.0,,8.8,,44.98,-64.92,14.8,,9.2,,3.6,,5,,,46.0,,GREENWOOD A,0.0,,0.0,,0.0,,133,133,2023
134,8202000,0.0,,,2023-05-15,15,23.0,,6.6,,44.98,-64.92,19.8,,11.4,,3.0,,5,,,61.0,,GREENWOOD A,0.0,T,0.0,T,0.0,,134,134,2023
135,8202000,0.0,,,2023-05-16,16,28.0,,5.2,,44.98,-64.92,17.3,,12.8,,8.3,,5,,,35.0,,GREENWOOD A,3.8,,3.8,,0.0,,135,135,2023
136,8202000,0.0,,,2023-05-17,17,33.0,,11.2,,44.98,-64.92,12.2,,6.8,,1.4,,5,,,44.0,,GREENWOOD A,1.6,,1.6,,0.0,,136,136,2023
137,8202000,0.0,,,2023-05-18,18,26.0,,11.6,,44.98,-64.92,12.0,,6.4,,0.7,,5,,,44.0,,GREENWOOD A,0.0,,0.0,,0.0,,137,137,2023
