,Climate ID,Cool Deg Days (°C),Cool Deg Days Flag,Data Quality,Date/Time,Day,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Heat Deg Days (°C),Heat Deg Days Flag,Latitude (y),Longitude (x),Max Temp (°C),Max Temp Flag,Mean Temp (°C),Mean Temp Flag,Min Temp (°C),Min Temp Flag,Month,Snow on Grnd (cm),Snow on Grnd Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station Name,Total Precip (mm),Total Precip Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Unnamed: 0,Unnamed: 0.1,Year
19,5022125,0.0,,,2023-01-20,20,29.0,,28.2,,49.19,-98.9,-5.8,,-10.2,,-14.6,,1,31.0,,34.0,,PILOT MOUND (AUT),0.0,,,,,,19,19,2023
20,5022125,0.0,,,2023-01-21,21,,,30.5,,49.19,-98.9,-6.9,,-12.5,,-18.0,,1,30.0,,,,PILOT MOUND (AUT),0.0,,,,,,20,20,2023
21,5022125,0.0,,,2023-01-22,22,30.0,,29.1,,49.19,-98.9,-1.9,,-11.1,,-20.3,,1,30.0,,36.0,,PILOT MOUND (AUT),0.3,,,,,,21,21,2023
22,5022125,0.0,,,2023-01-23,23,31.0,,24.6,,49.19,-98.9,-0.9,,-6.6,,-12.3,,1,32.0,,44.0,,PILOT MOUND (AUT),0.4,,,,,,22,22,2023
23,5022125,0.0,,,2023-01-24,24,8.0,,32.1,,49.19,-98.9,-8.5,,-14.1,,-19.8,,1,32.0,,37.0,,PILOT MOUND (AUT),1.1,,,,,,23,23,2023
24,5022125,0.0,,,2023-01-25,25,,,33.0,,49.19,-98.9,-9.1,,-15.0,,-20.8,,1,40.0,,,,PILOT MOUND (AUT),0.0,,,,,,24,24,2023
25,5022125,0.0,,,2023-01-26,26,17.0,,23.2,,49.19,-98.9,-0.6,,-5.2,,-9.8,,1,39.0,,56.0,,PILOT MOUND (AUT),0.0,,,,,,25,25,2023
26,5022125,0.0,,,2023-01-27,27,34.0,,35.2,,49.19,-98.9,-8.3,,-17.2,,-26.1,,1,35.0,,62.0,,PILOT MOUND (AUT),0.0,,,,,,26,26,2023
27,5022125,0.0,,,2023-01-28,28,29.0,,45.1,,49.19,-98.9,-22.2,,-27.1,,-32.0,,1,35.0,,34.0,,PILOT MOUND (AUT),0.0,,,,,,27,27,2023
28,5022125,0.0,,,2023-01-29,29,29.0,,45.9,,49.19,-98.9,-23.0,,-27.9,,-32.8,,1,35.0,,31.0,,PILOT MOUND (AUT),0.0,,,,,,28,28,2023
29,5022125,0.0,,,2023-01-30,30,21.0,,45.3,,49.19,-98.9,-21.4,,-27.3,,-33.2,,1,35.0,,34.0,,PILOT MOUND (AUT),0.0,,,,,,29,29,2023
30,5022125,0.0,,,2023-01-31,31,,,43.7,,49.19,-98.9,-18.9,,-25.7,,-32.5,,1,35.0,,,,PILOT MOUND (AUT),0.0,,,,,,30,30,2023
31,5022125,0.0,,,2023-02-01,1,2.0,,38.3,,49.19,-98.9,-14.3,,-20.3,,-26.4,,2,35.0,,58.0,,PILOT MOUND (AUT),0.4,,,,,,31,31,2023
32,5022125,0.0,,,2023-02-02,2,1.0,,43.7,,49.19,-98.9,-18.8,,-25.7,,-32.7,,2,35.0,,50.0,,PILOT MOUND (AUT),0.0,,,,,,32,32,2023
33,5022125,0.0,,,2023-02-03,3,18.0,,39.9,,49.19,-98.9,-16.5,,-21.9,,-27.2,,2,37.0,,62.0,,PILOT MOUND (AUT),0.0,,,,,,33,33,2023
34,5022125,0.0,,,2023-02-04,4,,,30.4,,49.19,-98.9,-7.0,,-12.4,,-17.8,,2,35.0,,,,PILOT MOUND (AUT),0.0,,,,,,34,34,2023
35,5022125,0.0,,,2023-02-05,5,18.0,,26.3,,49.19,-98.9,-5.1,,-8.3,,-11.5,,2,34.0,,46.0,,PILOT MOUND (AUT),0.0,,,,,,35,35,2023
36,5022125,0.0,,,2023-02-06,6,17.0,,22.3,,49.19,-98.9,0.3,,-4.3,,-9.0,,2,36.0,,53.0,,PILOT MOUND (AUT),0.0,,,,,,36,36,2023
37,5022125,0.0,,,2023-02-07,7,,,26.0,,49.19,-98.9,-1.7,,-8.0,,-14.3,,2,35.0,,,,PILOT MOUND (AUT),0.0,,,,,,37,37,2023
38,5022125,0.0,,,2023-02-08,8,1.0,,23.7,,49.19,-98.9,-1.4,,-5.7,,-10.0,,2,35.0,,40.0,,PILOT MOUND (AUT),0.0,,,,,,38,38,2023
39,5022125,0.0,,,2023-02-09,9,35.0,,28.6,,49.19,-98.9,-1.4,,-10.6,,-19.7,,2,36.0,,50.0,,PILOT MOUND (AUT),0.0,,,,,,39,39,2023
40,5022125,0.0,,,2023-02-10,10,21.0,,28.1,,49.19,-98.9,-2.0,,-10.1,,-18.2,,2,36.0,,39.0,,PILOT MOUND (AUT),0.0,,,,,,40,40,2023
41,5022125,0.0,,,2023-02-11,11,26.0,,22.4,,49.19,-98.9,1.3,,-4.4,,-10.2,,2,36.0,,43.0,,PILOT MOUND (AUT),0.0,,,,,,41,41,2023
42,5022125,0.0,,,2023-02-12,12,30.0,,25.0,,49.19,-98.9,0.2,,-7.0,,-14.1,,2,36.0,,35.0,,PILOT MOUND (AUT),0.0,,,,,,42,42,2023
43,5022125,0.0,,,2023-02-13,13,23.0,,23.4,,49.19,-98.9,2.3,,-5.4,,-13.1,,2,36.0,,44.0,,PILOT MOUND (AUT),0.0,,,,,,43,43,2023
44,5022125,0.0,,,2023-02-14,14,36.0,,25.5,,49.19,-98.9,2.1,,-7.5,,-17.0,,2,36.0,,63.0,,PILOT MOUND (AUT),0.0,,,,,,44,44,2023
45,5022125,0.0,,,2023-02-15,15,33.0,,35.0,,49.19,-98.9,-12.9,,-17.0,,-21.1,,2,36.0,,50.0,,PILOT MOUND (AUT),0.0,,,,,,45,45,2023
46,5022125,0.0,,,2023-02-16,16,19.0,,40.1,,49.19,-98.9,-15.3,,-22.1,,-28.8,,2,36.0,,40.0,,PILOT MOUND (AUT),0.0,,,,,,46,46,2023
47,5022125,0.0,,,2023-02-17,17,20.0,,26.6,,49.19,-98.9,0.0,,-8.6,,-17.3,,2,36.0,,49.0,,PILOT MOUND (AUT),0.0,,,,,,47,47,2023
48,5022125,0.0,,,2023-02-18,18,36.0,,26.8,,49.19,-98.9,-3.3,,-8.8,,-14.3,,2,36.0,,41.0,,PILOT MOUND (AUT),0.2,,,,,,48,48,2023
49,5022125,0.0,,,2023-02-19,19,36.0,,33.3,,49.19,-98.9,-9.8,,-15.3,,-20.8,,2,36.0,,40.0,,PILOT MOUND (AUT),0.0,,,,,,49,49,2023
50,5022125,0.0,,,2023-02-20,20,35.0,,39.0,,49.19,-98.9,-15.8,,-21.0,,-26.2,,2,36.0,,47.0,,PILOT MOUND (AUT),,M,,,,,50,50,2023
51,5022125,0.0,,,2023-02-21,21,,,42.1,,49.19,-98.9,-18.9,,-24.1,,-29.4,,2,39.0,,,,PILOT MOUND (AUT),0.0,,,,,,51,51,2023
52,5022125,0.0,,,2023-02-22,22,2.0,,46.3,,49.19,-98.9,-23.1,,-28.3,,-33.6,,2,39.0,,36.0,,PILOT MOUND (AUT),0.0,,,,,,52,52,2023
53,5022125,0.0,,,2023-02-23,23,2.0,,41.8,,49.19,-98.9,-21.5,,-23.8,,-26.2,,2,36.0,,41.0,,PILOT MOUND (AUT),0.0,,,,,,53,53,2023
54,5022125,0.0,,,2023-02-24,24,20.0,,44.1,,49.19,-98.9,-19.7,,-26.1,,-32.5,,2,38.0,,36.0,,PILOT MOUND (AUT),0.0,,,,,,54,54,2023
55,5022125,0.0,,,2023-02-25,25,28.0,,39.8,,49.19,-98.9,-16.7,,-21.8,,-27.0,,2,39.0,,42.0,,PILOT MOUND (AUT),0.0,,,,,,55,55,2023
56,5022125,0.0,,,2023-02-26,26,15.0,,33.8,,49.19,-98.9,-8.1,,-15.8,,-23.6,,2,38.0,,52.0,,PILOT MOUND (AUT),0.0,,,,,,56,56,2023
57,5022125,0.0,,,2023-02-27,27,28.0,,25.7,,49.19,-98.9,0.6,,-7.7,,-16.1,,2,37.0,,55.0,,PILOT MOUND (AUT),0.0,,,,,,57,57,2023
58,5022125,0.0,,,2023-02-28,28,4.0,,31.7,,49.19,-98.9,-7.9,,-13.7,,-19.6,,2,35.0,,31.0,,PILOT MOUND (AUT),0.0,,,,,,58,58,2023
59,5022125,0.0,,,2023-03-01,1,,,37.7,,49.19,-98.9,-14.0,,-19.7,,-25.5,,3,36.0,,,,PILOT MOUND (AUT),0.0,,,,,,59,59,2023
60,5022125,0.0,,,2023-03-02,2,20.0,,34.8,,49.19,-98.9,-7.9,,-16.8,,-25.8,,3,36.0,,54.0,,PILOT MOUND (AUT),0.0,,,,,,60,60,2023
61,5022125,0.0,,,2023-03-03,3,30.0,,25.0,,49.19,-98.9,-0.2,,-7.0,,-13.8,,3,36.0,,51.0,,PILOT MOUND (AUT),0.0,,,,,,61,61,2023
62,5022125,0.0,,,2023-03-04,4,,,26.8,,49.19,-98.9,-1.0,,-8.8,,-16.7,,3,36.0,,,,PILOT MOUND (AUT),0.0,,,,,,62,62,2023
63,5022125,0.0,,,2023-03-05,5,1.0,,32.2,,49.19,-98.9,-7.6,,-14.2,,-20.8,,3,36.0,,32.0,,PILOT MOUND (AUT),0.0,,,,,,63,63,2023
64,5022125,0.0,,,2023-03-06,6,2.0,,35.2,,49.19,-98.9,-12.3,,-17.2,,-22.0,,3,36.0,,36.0,,PILOT MOUND (AUT),0.0,,,,,,64,64,2023
65,5022125,0.0,,,2023-03-07,7,5.0,,36.4,,49.19,-98.9,-13.6,,-18.4,,-23.2,,3,36.0,,31.0,,PILOT MOUND (AUT),0.1,,,,,,65,65,2023
66,5022125,0.0,,,2023-03-08,8,36.0,,32.6,,49.19,-98.9,-10.8,,-14.6,,-18.4,,3,36.0,,33.0,,PILOT MOUND (AUT),0.0,,,,,,66,66,2023
67,5022125,0.0,,,2023-03-09,9,1.0,,29.2,,49.19,-98.9,-9.4,,-11.2,,-13.1,,3,40.0,,31.0,,PILOT MOUND (AUT),0.0,,,,,,67,67,2023
68,5022125,0.0,,,2023-03-10,10,10.0,,26.1,,49.19,-98.9,-3.9,,-8.1,,-12.3,,3,39.0,,39.0,,PILOT MOUND (AUT),0.0,,,,,,68,68,2023
69,5022125,0.0,,,2023-03-11,11,8.0,,25.5,,49.19,-98.9,-6.2,,-7.5,,-8.9,,3,39.0,,55.0,,PILOT MOUND (AUT),0.0,,,,,,69,69,2023
70,5022125,0.0,,,2023-03-12,12,4.0,,30.9,,49.19,-98.9,-8.5,,-12.9,,-17.4,,3,39.0,,41.0,,PILOT MOUND (AUT),0.0,,,,,,70,70,2023
71,5022125,0.0,,,2023-03-13,13,16.0,,35.6,,49.19,-98.9,-9.5,,-17.6,,-25.7,,3,38.0,,32.0,,PILOT MOUND (AUT),0.0,,,,,,71,71,2023
72,5022125,0.0,,,2023-03-14,14,18.0,,28.2,,49.19,-98.9,-4.6,,-10.2,,-15.8,,3,38.0,,60.0,,PILOT MOUND (AUT),0.0,,,,,,72,72,2023
73,5022125,0.0,,,2023-03-15,15,,,24.8,,49.19,-98.9,-3.0,,-6.8,,-10.7,,3,37.0,,,,PILOT MOUND (AUT),2.2,,,,,,73,73,2023
74,5022125,0.0,,,2023-03-16,16,30.0,,29.1,,49.19,-98.9,-6.3,,-11.1,,-15.8,,3,40.0,,44.0,,PILOT MOUND (AUT),0.0,,,,,,74,74,2023
75,5022125,0.0,,,2023-03-17,17,33.0,,35.0,,49.19,-98.9,-14.1,,-17.0,,-19.9,,3,43.0,,47.0,,PILOT MOUND (AUT),0.0,,,,,,75,75,2023
76,5022125,0.0,,,2023-03-18,18,,,33.0,,49.19,-98.9,-8.3,,-15.0,,-21.6,,3,43.0,,,,PILOT MOUND (AUT),0.0,,,,,,76,76,2023
77,5022125,0.0,,,2023-03-19,19,2.0,,29.0,,49.19,-98.9,-4.2,,-11.0,,-17.9,,3,43.0,,38.0,,PILOT MOUND (AUT),0.0,,,,,,77,77,2023
78,5022125,0.0,,,2023-03-20,20,,,32.1,,49.19,-98.9,-9.6,,-14.1,,-18.6,,3,43.0,,,,PILOT MOUND (AUT),0.0,,,,,,78,78,2023
79,5022125,0.0,,,2023-03-21,21,,,28.2,,49.19,-98.9,-3.3,,-10.2,,-17.2,,3,43.0,,,,PILOT MOUND (AUT),0.0,,,,,,79,79,2023
80,5022125,0.0,,,2023-03-22,22,,,28.4,,49.19,-98.9,-4.7,,-10.4,,-16.1,,3,43.0,,,,PILOT MOUND (AUT),0.1,,,,,,80,80,2023
81,5022125,0.0,,,2023-03-23,23,20.0,,32.0,,49.19,-98.9,-6.3,,-14.0,,-21.7,,3,43.0,,40.0,,PILOT MOUND (AUT),0.0,,,,,,81,81,2023
82,5022125,0.0,,,2023-03-24,24,19.0,,25.7,,49.19,-98.9,-0.6,,-7.7,,-14.8,,3,43.0,,34.0,,PILOT MOUND (AUT),0.0,,,,,,82,82,2023
83,5022125,0.0,,,2023-03-25,25,36.0,,28.5,,49.19,-98.9,-4.0,,-10.5,,-17.0,,3,42.0,,34.0,,PILOT MOUND (AUT),0.0,,,,,,83,83,2023
84,5022125,0.0,,,2023-03-26,26,4.0,,28.9,,49.19,-98.9,-2.8,,-10.9,,-18.9,,3,40.0,,35.0,,PILOT MOUND (AUT),0.0,,,,,,84,84,2023
85,5022125,0.0,,,2023-03-27,27,2.0,,33.6,,49.19,-98.9,-10.4,,-15.6,,-20.7,,3,41.0,,33.0,,PILOT MOUND (AUT),0.0,,,,,,85,85,2023
86,5022125,0.0,,,2023-03-28,28,29.0,,34.1,,49.19,-98.9,-11.3,,-16.1,,-20.9,,3,41.0,,33.0,,PILOT MOUND (AUT),0.0,,,,,,86,86,2023
87,5022125,0.0,,,2023-03-29,29,23.0,,34.0,,49.19,-98.9,-6.7,,-16.0,,-25.4,,3,40.0,,43.0,,PILOT MOUND (AUT),0.0,,,,,,87,87,2023
88,5022125,0.0,,,2023-03-30,30,,,28.1,,49.19,-98.9,-1.8,,-10.1,,-18.4,,3,41.0,,,,PILOT MOUND (AUT),0.0,,,,,,88,88,2023
89,5022125,0.0,,,2023-03-31,31,5.0,,25.9,,49.19,-98.9,-2.6,,-7.9,,-13.2,,3,41.0,,36.0,,PILOT MOUND (AUT),0.0,,,,,,89,89,2023
90,5022125,0.0,,,2023-04-01,1,19.0,,28.0,,49.19,-98.9,-1.6,,-10.0,,-18.3,,4,40.0,,50.0,,PILOT MOUND (AUT),0.0,,,,,,90,90,2023
91,5022125,0.0,,,2023-04-02,2,35.0,,22.2,,49.19,-98.9,-0.1,,-4.2,,-8.3,,4,40.0,,36.0,,PILOT MOUND (AUT),10.7,,,,,,91,91,2023
92,5022125,0.0,,,2023-04-03,3,1.0,,27.0,,49.19,-98.9,-4.8,,-9.0,,-13.2,,4,46.0,,36.0,,PILOT MOUND (AUT),0.5,,,,,,92,92,2023
93,5022125,0.0,,,2023-04-04,4,3.0,,27.3,,49.19,-98.9,-6.2,,-9.3,,-12.5,,4,46.0,,45.0,,PILOT MOUND (AUT),0.2,,,,,,93,93,2023
94,5022125,0.0,,,2023-04-05,5,34.0,,25.6,,49.19,-98.9,-6.0,,-7.6,,-9.2,,4,45.0,,53.0,,PILOT MOUND (AUT),0.2,,,,,,94,94,2023
95,5022125,0.0,,,2023-04-06,6,32.0,,26.8,,49.19,-98.9,-1.3,,-8.8,,-16.2,,4,56.0,,42.0,,PILOT MOUND (AUT),0.0,,,,,,95,95,2023
96,5022125,0.0,,,2023-04-07,7,,,30.1,,49.19,-98.9,-3.0,,-12.1,,-21.3,,4,54.0,,,,PILOT MOUND (AUT),0.0,,,,,,96,96,2023
97,5022125,0.0,,,2023-04-08,8,13.0,,23.4,,49.19,-98.9,1.9,,-5.4,,-12.7,,4,53.0,,37.0,,PILOT MOUND (AUT),0.0,,,,,,97,97,2023
98,5022125,0.0,,,2023-04-09,9,,,18.5,,49.19,-98.9,5.9,,-0.5,,-6.9,,4,50.0,,,,PILOT MOUND (AUT),0.0,,,,,,98,98,2023
99,5022125,0.0,,,2023-04-10,10,23.0,,17.7,,49.19,-98.9,4.2,,0.3,,-3.6,,4,43.0,,37.0,,PILOT MOUND (AUT),0.0,,,,,,99,99,2023
100,5022125,0.0,,,2023-04-11,11,17.0,,15.2,,49.19,-98.9,5.4,,2.8,,0.1,,4,37.0,,32.0,,PILOT MOUND (AUT),0.0,,,,,,100,100,2023
101,5022125,0.0,,,2023-04-12,12,31.0,,14.7,,49.19,-98.9,6.9,,3.3,,-0.4,,4,24.0,,35.0,,PILOT MOUND (AUT),0.0,,,,,,101,101,2023
102,5022125,0.0,,,2023-04-13,13,4.0,,13.4,,49.19,-98.9,7.8,,4.6,,1.4,,4,13.0,,53.0,,PILOT MOUND (AUT),4.0,,,,,,102,102,2023
103,5022125,0.0,,,2023-04-14,14,5.0,,15.4,,49.19,-98.9,4.7,,2.6,,0.4,,4,7.0,,37.0,,PILOT MOUND (AUT),0.0,,,,,,103,103,2023
104,5022125,0.0,,,2023-04-15,15,36.0,,17.2,,49.19,-98.9,2.4,,0.8,,-0.8,,4,7.0,,45.0,,PILOT MOUND (AUT),0.0,,,,,,104,104,2023
105,5022125,0.0,,,2023-04-16,16,35.0,,14.7,,49.19,-98.9,9.3,,3.3,,-2.6,,4,7.0,,32.0,,PILOT MOUND (AUT),0.0,,,,,,105,105,2023
106,5022125,0.0,,,2023-04-17,17,,,15.8,,49.19,-98.9,7.9,,2.2,,-3.4,,4,7.0,,,,PILOT MOUND (AUT),0.0,,,,,,106,106,2023
107,5022125,0.0,,,2023-04-18,18,9.0,,16.3,,49.19,-98.9,6.6,,1.7,,-3.3,,4,7.0,,40.0,,PILOT MOUND (AUT),0.0,,,,,,107,107,2023
108,5022125,0.0,,,2023-04-19,19,10.0,,17.4,,49.19,-98.9,2.9,,0.6,,-1.6,,4,7.0,,62.0,,PILOT MOUND (AUT),4.1,,,,,,108,108,2023
109,5022125,0.0,,,2023-04-20,20,4.0,,18.5,,49.19,-98.9,0.8,,-0.5,,-1.8,,4,14.0,,54.0,,PILOT MOUND (AUT),5.2,,,,,,109,109,2023
110,5022125,0.0,,,2023-04-21,21,36.0,,19.3,,49.19,-98.9,1.1,,-1.3,,-3.7,,4,21.0,,58.0,,PILOT MOUND (AUT),0.0,,,,,,110,110,2023
111,5022125,0.0,,,2023-04-22,22,36.0,,20.5,,49.19,-98.9,2.4,,-2.5,,-7.4,,4,32.0,,34.0,,PILOT MOUND (AUT),0.0,,,,,,111,111,2023
112,5022125,0.0,,,2023-04-23,23,,,20.4,,49.19,-98.9,3.3,,-2.4,,-8.1,,4,27.0,,,,PILOT MOUND (AUT),0.0,,,,,,112,112,2023
113,5022125,0.0,,,2023-04-24,24,,,17.7,,49.19,-98.9,3.3,,0.3,,-2.6,,4,20.0,,,,PILOT MOUND (AUT),0.0,,,,,,113,113,2023
114,5022125,0.0,,,2023-04-25,25,,,16.7,,49.19,-98.9,7.5,,1.3,,-4.9,,4,15.0,,,,PILOT MOUND (AUT),0.0,,,,,,114,114,2023
115,5022125,0.0,,,2023-04-26,26,16.0,,12.5,,49.19,-98.9,10.8,,5.5,,0.3,,4,11.0,,45.0,,PILOT MOUND (AUT),3.3,,,,,,115,115,2023
116,5022125,0.0,,,2023-04-27,27,2.0,,12.0,,49.19,-98.9,11.4,,6.0,,0.5,,4,6.0,,32.0,,PILOT MOUND (AUT),0.0,,,,,,116,116,2023
117,5022125,0.0,,,2023-04-28,28,,,12.4,,49.19,-98.9,10.5,,5.6,,0.6,,4,6.0,,,,PILOT MOUND (AUT),0.0,,,,,,117,117,2023
118,5022125,0.0,,,2023-04-29,29,35.0,,13.5,,49.19,-98.9,7.6,,4.5,,1.5,,4,6.0,,50.0,,PILOT MOUND (AUT),4.5,,,,,,118,118,2023
119,5022125,0.0,,,2023-04-30,30,2.0,,12.6,,49.19,-98.9,11.3,,5.4,,-0.5,,4,5.0,,47.0,,PILOT MOUND (AUT),0.0,,,,,,119,119,2023
120,5022125,0.0,,,2023-05-01,1,36.0,,13.7,,49.19,-98.9,9.5,,4.3,,-1.0,,5,,,48.0,,PILOT MOUND (AUT),0.0,,,,,,120,120,2023
121,5022125,0.0,,,2023-05-02,2,,,9.4,,49.19,-98.9,18.5,,8.6,,-1.3,,5,,,,,PILOT MOUND (AUT),0.0,,,,,,121,121,2023
122,5022125,0.0,,,2023-05-03,3,31.0,,5.6,,49.19,-98.9,22.1,,12.4,,2.8,,5,,,33.0,,PILOT MOUND (AUT),0.0,,,,,,122,122,2023
123,5022125,0.0,,,2023-05-04,4,4.0,,7.6,,49.19,-98.9,18.1,,10.4,,2.7,,5,,,37.0,,PILOT MOUND (AUT),0.0,,,,,,123,123,2023
124,5022125,0.0,,,2023-05-05,5,9.0,,6.5,,49.19,-98.9,18.2,,11.5,,4.9,,5,,,43.0,,PILOT MOUND (AUT),0.0,,,,,,124,124,2023
125,5022125,0.0,,,2023-05-06,6,10.0,,7.4,,49.19,-98.9,15.3,,10.6,,5.9,,5,,,49.0,,PILOT MOUND (AUT),0.0,,,,,,125,125,2023
126,5022125,0.0,,,2023-05-07,7,3.0,,7.0,,49.19,-98.9,13.3,,11.0,,8.7,,5,,,38.0,,PILOT MOUND (AUT),4.0,,,,,,126,126,2023
127,5022125,0.0,,,2023-05-08,8,,,8.2,,49.19,-98.9,11.4,,9.8,,8.1,,5,,,,,PILOT MOUND (AUT),2.0,,,,,,127,127,2023
128,5022125,0.0,,,2023-05-09,9,20.0,,4.7,,49.19,-98.9,21.3,,13.3,,5.2,,5,,,40.0,,PILOT MOUND (AUT),0.0,,,,,,128,128,2023
129,5022125,0.0,,,2023-05-10,10,4.0,,0.7,,49.19,-98.9,26.1,,17.3,,8.4,,5,,,40.0,,PILOT MOUND (AUT),1.9,,,,,,129,129,2023
130,5022125,0.0,,,2023-05-11,11,6.0,,2.6,,49.19,-98.9,24.7,,15.4,,6.2,,5,,,37.0,,PILOT MOUND (AUT),0.0,,,,,,130,130,2023
131,5022125,1.5,,,2023-05-12,12,9.0,,0.0,,49.19,-98.9,26.9,,19.5,,12.1,,5,,,58.0,,PILOT MOUND (AUT),0.0,,,,,,131,131,2023
132,5022125,0.0,,,2023-05-13,13,3.0,,1.9,,49.19,-98.9,20.8,,16.1,,11.5,,5,,,45.0,,PILOT MOUND (AUT),0.0,,,,,,132,132,2023
133,5022125,0.0,,,2023-05-14,14,1.0,,3.0,,49.19,-98.9,25.0,,15.0,,5.0,,5,,,36.0,,PILOT MOUND (AUT),0.0,,,,,,133,133,2023
134,5022125,0.0,,,2023-05-15,15,30.0,,2.0,,49.19,-98.9,27.5,,16.0,,4.4,,5,,,44.0,,PILOT MOUND (AUT),0.0,,,,,,134,134,2023
135,5022125,0.0,,,2023-05-16,16,,,0.1,,49.19,-98.9,25.2,,17.9,,10.7,,5,,,,,PILOT MOUND (AUT),0.0,,,,,,135,135,2023
136,5022125,0.0,,,2023-05-17,17,29.0,,2.1,,49.19,-98.9,23.7,,15.9,,8.1,,5,,,49.0,,PILOT MOUND (AUT),0.8,,,,,,136,136,2023
137,5022125,0.0,,,2023-05-18,18,34.0,,12.1,,49.19,-98.9,8.7,,5.9,,3.0,,5,,,43.0,,PILOT MOUND (AUT),1.2,,,,,,137,137,2023
138,5022125,0.0,,,2023-05-19,19,,,6.4,,49.19,-98.9,20.6,,11.6,,2.6,,5,,,,,PILOT MOUND (AUT),0.0,,,,,,138,138,2023
