,Climate ID,Cool Deg Days (°C),Cool Deg Days Flag,Data Quality,Date/Time,Day,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Heat Deg Days (°C),Heat Deg Days Flag,Latitude (y),Longitude (x),Max Temp (°C),Max Temp Flag,Mean Temp (°C),Mean Temp Flag,Min Temp (°C),Min Temp Flag,Month,Snow on Grnd (cm),Snow on Grnd Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station Name,Total Precip (mm),Total Precip Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.3,Year
43,8502400,0.0,,,2023-02-13,13,,M,38.1,,55.45,-60.22,-15.8,,-20.1,,-24.5,,2,,,,M,HOPEDALE (AUT),,M,,,,,270,43,43,43,2023
44,8502400,0.0,,,2023-02-14,14,,M,38.6,,55.45,-60.22,-14.2,,-20.6,,-27.0,,2,,,,M,HOPEDALE (AUT),,M,,,,,269,44,44,44,2023
45,8502400,0.0,,,2023-02-15,15,,M,25.8,,55.45,-60.22,-1.1,,-7.8,,-14.6,,2,,,,M,HOPEDALE (AUT),,M,,,,,268,45,45,45,2023
46,8502400,0.0,,,2023-09-25,25,,M,10.8,,55.45,-60.22,12.2,,7.2,,2.1,,9,,,,M,HOPEDALE (AUT),,M,,,,,267,46,46,46,2023
47,8502400,0.0,,,2023-02-17,17,,M,35.8,,55.45,-60.22,-11.9,,-17.8,,-23.6,,2,,,,M,HOPEDALE (AUT),,M,,,,,266,47,47,47,2023
48,8502400,0.0,,,2023-02-18,18,,M,40.3,,55.45,-60.22,-17.9,,-22.3,,-26.8,,2,,,,M,HOPEDALE (AUT),,M,,,,,265,48,48,48,2023
49,8502400,0.0,,,2023-02-19,19,,M,38.9,,55.45,-60.22,-17.8,,-20.9,,-24.1,,2,,,,M,HOPEDALE (AUT),,M,,,,,264,49,49,49,2023
50,8502400,0.0,,,2023-02-20,20,,M,29.9,,55.45,-60.22,-2.9,,-11.9,,-20.9,,2,,,,M,HOPEDALE (AUT),,M,,,,,263,50,50,50,2023
51,8502400,0.0,,,2023-02-21,21,,M,39.2,,55.45,-60.22,-16.0,,-21.2,,-26.4,,2,,,,M,HOPEDALE (AUT),,M,,,,,262,51,51,51,2023
52,8502400,0.0,,,2023-02-22,22,,M,41.6,,55.45,-60.22,-17.9,,-23.6,,-29.4,,2,,,,M,HOPEDALE (AUT),,M,,,,,261,52,52,52,2023
53,8502400,0.0,,,2023-02-23,23,,M,45.0,,55.45,-60.22,-23.0,,-27.0,,-31.0,,2,,,,M,HOPEDALE (AUT),,M,,,,,259,53,53,53,2023
54,8502400,0.0,,,2023-02-24,24,,M,47.4,,55.45,-60.22,-26.6,,-29.4,,-32.1,,2,,,,M,HOPEDALE (AUT),,M,,,,,258,54,54,54,2023
55,8502400,0.0,,,2023-02-25,25,,M,42.6,,55.45,-60.22,-20.6,,-24.6,,-28.5,,2,,,,M,HOPEDALE (AUT),,M,,,,,257,55,55,55,2023
56,8502400,0.0,,,2023-02-26,26,,M,40.4,,55.45,-60.22,-17.7,,-22.4,,-27.1,,2,,,,M,HOPEDALE (AUT),,M,,,,,256,56,56,56,2023
57,8502400,0.0,,,2023-02-27,27,,M,37.0,,55.45,-60.22,-15.3,,-19.0,,-22.7,,2,,,,M,HOPEDALE (AUT),,M,,,,,255,57,57,57,2023
58,8502400,0.0,,,2023-02-28,28,,M,39.8,,55.45,-60.22,-16.0,,-21.8,,-27.6,,2,,,,M,HOPEDALE (AUT),,M,,,,,254,58,58,58,2023
59,8502400,0.0,,,2023-03-01,1,,M,39.5,,55.45,-60.22,-15.9,,-21.5,,-27.2,,3,,,,M,HOPEDALE (AUT),,M,,,,,253,59,59,59,2023
60,8502400,0.0,,,2023-03-02,2,,M,31.7,,55.45,-60.22,-8.0,,-13.7,,-19.5,,3,,,,M,HOPEDALE (AUT),,M,,,,,252,60,60,60,2023
61,8502400,0.0,,,2023-03-03,3,,M,29.4,,55.45,-60.22,-8.1,,-11.4,,-14.7,,3,,,,M,HOPEDALE (AUT),,M,,,,,251,61,61,61,2023
62,8502400,0.0,,,2023-03-04,4,,M,30.3,,55.45,-60.22,-9.6,,-12.3,,-15.0,,3,,,,M,HOPEDALE (AUT),,M,,,,,250,62,62,62,2023
63,8502400,0.0,,,2023-03-05,5,,M,23.8,,55.45,-60.22,1.1,,-5.8,,-12.7,,3,,,,M,HOPEDALE (AUT),,M,,,,,249,63,63,63,2023
64,8502400,0.0,,,2023-03-06,6,,M,16.7,,55.45,-60.22,2.0,,1.3,,0.7,,3,,,,M,HOPEDALE (AUT),9.2,M,,,,,248,64,64,64,2023
65,8502400,0.0,,,2023-03-07,7,,M,17.7,,55.45,-60.22,1.6,,0.3,,-0.9,,3,,,,M,HOPEDALE (AUT),0.0,M,,,,,247,65,65,65,2023
66,8502400,0.0,,,2023-03-08,8,,M,20.0,,55.45,-60.22,0.0,,-2.0,,-3.9,,3,,,,M,HOPEDALE (AUT),0.3,M,,,,,246,66,66,66,2023
67,8502400,0.0,,,2023-03-09,9,,M,20.9,,55.45,-60.22,-1.2,,-2.9,,-4.6,,3,,,,M,HOPEDALE (AUT),0.0,M,,,,,245,67,67,67,2023
68,8502400,0.0,,,2023-03-10,10,,M,22.6,,55.45,-60.22,-3.4,,-4.6,,-5.7,,3,,,,M,HOPEDALE (AUT),0.2,M,,,,,244,68,68,68,2023
69,8502400,0.0,,,2023-03-11,11,,M,23.5,,55.45,-60.22,-3.8,,-5.5,,-7.2,,3,,,,M,HOPEDALE (AUT),0.0,M,,,,,243,69,69,69,2023
70,8502400,0.0,,,2023-03-12,12,,M,24.7,,55.45,-60.22,-3.2,,-6.7,,-10.1,,3,,,,M,HOPEDALE (AUT),0.0,M,,,,,242,70,70,70,2023
71,8502400,0.0,,,2023-03-13,13,,M,26.6,,55.45,-60.22,-5.5,,-8.6,,-11.8,,3,,,,M,HOPEDALE (AUT),1.8,M,,,,,241,71,71,71,2023
72,8502400,0.0,,,2023-03-14,14,,M,27.9,,55.45,-60.22,-6.0,,-9.9,,-13.8,,3,,,,M,HOPEDALE (AUT),,M,,,,,240,72,72,72,2023
73,8502400,0.0,,,2023-03-15,15,,M,28.0,,55.45,-60.22,-5.2,,-10.0,,-14.7,,3,,,,M,HOPEDALE (AUT),3.4,M,,,,,239,73,73,73,2023
74,8502400,0.0,,,2023-03-16,16,,M,21.8,,55.45,-60.22,-1.3,,-3.8,,-6.4,,3,,,,M,HOPEDALE (AUT),0.0,M,,,,,238,74,74,74,2023
75,8502400,0.0,,,2023-03-17,17,,M,22.5,,55.45,-60.22,0.1,,-4.5,,-9.1,,3,,,,M,HOPEDALE (AUT),3.3,M,,,,,237,75,75,75,2023
76,8502400,0.0,,,2023-03-18,18,,M,27.2,,55.45,-60.22,-7.9,,-9.2,,-10.6,,3,,,,M,HOPEDALE (AUT),1.8,M,,,,,236,76,76,76,2023
77,8502400,0.0,,,2023-03-19,19,,M,27.3,,55.45,-60.22,-7.0,,-9.3,,-11.5,,3,,,,M,HOPEDALE (AUT),,M,,,,,235,77,77,77,2023
78,8502400,0.0,,,2023-08-23,23,,M,5.7,,55.45,-60.22,15.7,,12.3,,8.9,,8,,,,M,HOPEDALE (AUT),,M,,,,,234,78,78,78,2023
79,8502400,0.0,,,2023-03-21,21,,M,26.8,,55.45,-60.22,-7.4,,-8.8,,-10.3,,3,,,,M,HOPEDALE (AUT),0.0,M,,,,,233,79,79,79,2023
80,8502400,0.0,,,2023-03-22,22,,M,27.6,,55.45,-60.22,-7.8,,-9.6,,-11.4,,3,,,,M,HOPEDALE (AUT),1.6,M,,,,,232,80,80,80,2023
81,8502400,0.0,,,2023-03-23,23,,M,28.7,,55.45,-60.22,-8.3,,-10.7,,-13.1,,3,,,,M,HOPEDALE (AUT),2.2,M,,,,,231,81,81,81,2023
82,8502400,0.0,,,2023-03-24,24,,M,27.3,,55.45,-60.22,-5.8,,-9.3,,-12.8,,3,,,,M,HOPEDALE (AUT),0.0,M,,,,,230,82,82,82,2023
83,8502400,0.0,,,2023-03-25,25,,M,22.4,,55.45,-60.22,-1.3,,-4.4,,-7.4,,3,,,,M,HOPEDALE (AUT),0.9,M,,,,,229,83,83,83,2023
84,8502400,0.0,,,2023-03-26,26,,M,24.8,,55.45,-60.22,-4.1,,-6.8,,-9.5,,3,,,,M,HOPEDALE (AUT),0.2,M,,,,,228,84,84,84,2023
85,8502400,0.0,,,2023-03-27,27,,M,22.2,,55.45,-60.22,-1.0,,-4.2,,-7.4,,3,,,,M,HOPEDALE (AUT),0.4,M,,,,,227,85,85,85,2023
86,8502400,0.0,,,2023-03-28,28,,M,18.3,,55.45,-60.22,1.8,,-0.3,,-2.4,,3,,,,M,HOPEDALE (AUT),0.4,M,,,,,226,86,86,86,2023
87,8502400,0.0,,,2023-03-29,29,,M,21.0,,55.45,-60.22,0.3,,-3.0,,-6.3,,3,,,,M,HOPEDALE (AUT),0.2,M,,,,,225,87,87,87,2023
88,8502400,0.0,,,2023-03-30,30,,M,27.6,,55.45,-60.22,-5.1,,-9.6,,-14.2,,3,,,,M,HOPEDALE (AUT),0.2,M,,,,,224,88,88,88,2023
89,8502400,0.0,,,2023-03-31,31,,M,26.4,,55.45,-60.22,-2.7,,-8.4,,-14.1,,3,,,,M,HOPEDALE (AUT),0.0,M,,,,,223,89,89,89,2023
90,8502400,0.0,,,2023-08-11,11,,M,5.1,,55.45,-60.22,16.0,,12.9,,9.8,,8,,,,M,HOPEDALE (AUT),,M,,,,,222,90,90,90,2023
91,8502400,0.0,,,2023-04-02,2,,M,21.2,,55.45,-60.22,-1.5,,-3.2,,-4.9,,4,,,,M,HOPEDALE (AUT),0.7,M,,,,,221,91,91,91,2023
92,8502400,0.0,,,2023-04-03,3,,M,25.4,,55.45,-60.22,-3.9,,-7.4,,-11.0,,4,,,,M,HOPEDALE (AUT),1.3,M,,,,,220,92,92,92,2023
93,8502400,0.0,,,2023-04-04,4,,M,26.4,,55.45,-60.22,-3.9,,-8.4,,-12.9,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,219,93,93,93,2023
94,8502400,0.0,,,2023-08-07,7,,M,8.2,,55.45,-60.22,11.1,,9.8,,8.4,,8,,,,M,HOPEDALE (AUT),,M,,,,,218,94,94,94,2023
95,8502400,0.0,,,2023-04-06,6,,M,27.3,,55.45,-60.22,-5.5,,-9.3,,-13.1,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,217,95,95,95,2023
96,8502400,0.0,,,2023-04-07,7,,M,26.2,,55.45,-60.22,-5.0,,-8.2,,-11.3,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,216,96,96,96,2023
97,8502400,0.0,,,2023-04-08,8,,M,30.3,,55.45,-60.22,-9.8,,-12.3,,-14.9,,4,,,,M,HOPEDALE (AUT),2.6,M,,,,,215,97,97,97,2023
98,8502400,0.0,,,2023-04-09,9,,M,30.5,,55.45,-60.22,-8.0,,-12.5,,-17.0,,4,,,,M,HOPEDALE (AUT),2.2,M,,,,,214,98,98,98,2023
99,8502400,0.0,,,2023-04-10,10,,M,25.9,,55.45,-60.22,0.1,,-7.9,,-15.8,,4,,,,M,HOPEDALE (AUT),1.7,M,,,,,213,99,99,99,2023
100,8502400,0.0,,,2023-04-11,11,,M,15.0,,55.45,-60.22,7.7,,3.0,,-1.7,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,212,100,100,100,2023
101,8502400,0.0,,,2023-04-12,12,,M,18.3,,55.45,-60.22,1.5,,-0.3,,-2.0,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,211,101,101,101,2023
102,8502400,0.0,,,2023-04-13,13,,M,18.4,,55.45,-60.22,1.2,,-0.4,,-1.9,,4,,,,M,HOPEDALE (AUT),0.2,M,,,,,210,102,102,102,2023
103,8502400,0.0,,,2023-04-14,14,,M,20.0,,55.45,-60.22,0.4,,-2.0,,-4.5,,4,,,,M,HOPEDALE (AUT),0.4,M,,,,,209,103,103,103,2023
104,8502400,0.0,,,2023-04-15,15,,M,20.2,,55.45,-60.22,0.3,,-2.2,,-4.6,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,208,104,104,104,2023
105,8502400,0.0,,,2023-04-16,16,,M,23.3,,55.45,-60.22,-1.0,,-5.3,,-9.6,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,207,105,105,105,2023
106,8502400,0.0,,,2023-04-17,17,,M,23.9,,55.45,-60.22,-3.1,,-5.9,,-8.7,,4,,,,M,HOPEDALE (AUT),0.2,M,,,,,206,106,106,106,2023
107,8502400,0.0,,,2023-04-18,18,,M,22.4,,55.45,-60.22,-0.9,,-4.4,,-7.9,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,205,107,107,107,2023
108,8502400,0.0,,,2023-04-19,19,,M,17.5,,55.45,-60.22,2.5,,0.5,,-1.5,,4,,,,M,HOPEDALE (AUT),0.7,M,,,,,204,108,108,108,2023
109,8502400,0.0,,,2023-04-20,20,,M,15.8,,55.45,-60.22,4.2,,2.2,,0.2,,4,,,,M,HOPEDALE (AUT),0.5,M,,,,,203,109,109,109,2023
110,8502400,0.0,,,2023-04-21,21,,M,17.0,,55.45,-60.22,2.7,,1.0,,-0.6,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,202,110,110,110,2023
111,8502400,0.0,,,2023-04-22,22,,M,16.8,,55.45,-60.22,2.8,,1.2,,-0.5,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,201,111,111,111,2023
112,8502400,0.0,,,2023-04-23,23,,M,16.1,,55.45,-60.22,4.0,,1.9,,-0.2,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,200,112,112,112,2023
113,8502400,0.0,,,2023-04-24,24,,M,15.2,,55.45,-60.22,7.3,,2.8,,-1.7,,4,,,,M,HOPEDALE (AUT),0.2,M,,,,,199,113,113,113,2023
114,8502400,0.0,,,2023-04-25,25,,M,17.6,,55.45,-60.22,3.6,,0.4,,-2.8,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,198,114,114,114,2023
115,8502400,0.0,,,2023-04-26,26,,M,18.8,,55.45,-60.22,1.2,,-0.8,,-2.8,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,197,115,115,115,2023
116,8502400,0.0,,,2023-04-27,27,,M,18.5,,55.45,-60.22,2.5,,-0.5,,-3.5,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,195,116,116,116,2023
117,8502400,0.0,,,2023-04-28,28,,M,19.3,,55.45,-60.22,2.6,,-1.3,,-5.1,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,194,117,117,117,2023
118,8502400,0.0,,,2023-04-29,29,,M,18.5,,55.45,-60.22,4.5,,-0.5,,-5.4,,4,,,,M,HOPEDALE (AUT),0.2,M,,,,,193,118,118,118,2023
119,8502400,0.0,,,2023-04-30,30,,M,20.1,,55.45,-60.22,0.5,,-2.1,,-4.8,,4,,,,M,HOPEDALE (AUT),0.0,M,,,,,192,119,119,119,2023
120,8502400,0.0,,,2023-05-01,1,,M,19.8,,55.45,-60.22,2.7,,-1.8,,-6.3,,5,,,,M,HOPEDALE (AUT),0.0,M,,,,,191,120,120,120,2023
121,8502400,0.0,,,2023-05-02,2,,M,17.7,,55.45,-60.22,3.3,,0.3,,-2.7,,5,,,,M,HOPEDALE (AUT),0.0,M,,,,,190,121,121,121,2023
122,8502400,0.0,,,2023-05-03,3,,M,17.0,,55.45,-60.22,2.9,,1.0,,-1.0,,5,,,,M,HOPEDALE (AUT),0.0,M,,,,,189,122,122,122,2023
123,8502400,0.0,,,2023-05-04,4,,M,16.5,,55.45,-60.22,3.9,,1.5,,-0.9,,5,,,,M,HOPEDALE (AUT),0.0,M,,,,,188,123,123,123,2023
124,8502400,0.0,,,2023-05-05,5,,M,17.6,,55.45,-60.22,3.6,,0.4,,-2.9,,5,,,,M,HOPEDALE (AUT),0.0,,,,,,184,124,124,124,2023
125,8502400,0.0,,,2023-05-06,6,,M,16.7,,55.45,-60.22,6.4,,1.3,,-3.8,,5,,,,M,HOPEDALE (AUT),0.0,,,,,,183,125,125,125,2023
126,8502400,0.0,,,2023-05-07,7,,M,17.2,,55.45,-60.22,2.8,,0.8,,-1.3,,5,,,,M,HOPEDALE (AUT),0.2,,,,,,181,126,126,126,2023
127,8502400,0.0,,,2023-05-08,8,,M,18.4,,55.45,-60.22,2.5,,-0.4,,-3.3,,5,,,,M,HOPEDALE (AUT),0.0,,,,,,179,127,127,127,2023
128,8502400,0.0,,,2023-05-09,9,,M,19.2,,55.45,-60.22,1.2,,-1.2,,-3.5,,5,,,,M,HOPEDALE (AUT),0.2,,,,,,178,128,128,128,2023
129,8502400,0.0,,,2023-05-10,10,,M,19.6,,55.45,-60.22,0.5,,-1.6,,-3.7,,5,,,,M,HOPEDALE (AUT),1.6,,,,,,177,129,129,129,2023
130,8502400,0.0,,,2023-06-26,26,,M,0.7,,55.45,-60.22,26.0,,17.3,,8.6,,6,,,,M,HOPEDALE (AUT),0.0,,,,,,176,130,130,130,2023
131,8502400,0.0,,,2023-05-12,12,,M,12.3,,55.45,-60.22,11.4,,5.7,,-0.1,,5,,,,M,HOPEDALE (AUT),0.0,,,,,,175,131,131,131,2023
132,8502400,0.0,,,2023-05-13,13,,M,15.3,,55.45,-60.22,6.1,,2.7,,-0.7,,5,,,,M,HOPEDALE (AUT),3.9,,,,,,174,132,132,132,2023
133,8502400,0.0,,,2023-05-14,14,,M,18.5,,55.45,-60.22,2.0,,-0.5,,-2.9,,5,,,,M,HOPEDALE (AUT),0.5,,,,,,173,133,133,133,2023
134,8502400,0.0,,,2023-06-22,22,,M,10.8,,55.45,-60.22,10.8,,7.2,,3.6,,6,,,,M,HOPEDALE (AUT),0.0,,,,,,172,134,134,134,2023
135,8502400,0.0,,,2023-05-16,16,,M,17.2,,55.45,-60.22,4.2,,0.8,,-2.5,,5,,,,M,HOPEDALE (AUT),0.0,,,,,,170,135,135,135,2023
136,8502400,0.0,,,2023-05-17,17,,M,17.2,,55.45,-60.22,3.5,,0.8,,-1.9,,5,,,,M,HOPEDALE (AUT),0.2,,,,,,169,136,136,136,2023
137,8502400,0.0,,,2023-05-18,18,,M,15.4,,55.45,-60.22,7.1,,2.6,,-2.0,,5,,,,M,HOPEDALE (AUT),0.4,,,,,,168,137,137,137,2023
138,8502400,0.0,,,2023-05-19,19,,M,12.0,,55.45,-60.22,10.3,,6.0,,1.8,,5,,,,M,HOPEDALE (AUT),0.0,,,,,,167,138,138,138,2023
139,8502400,0.0,,,2023-05-20,20,,M,10.2,,55.45,-60.22,12.6,,7.8,,3.1,,5,,,,M,HOPEDALE (AUT),0.0,,,,,,166,139,139,139,2023
140,8502400,0.0,,,2023-05-21,21,,M,14.2,,55.45,-60.22,8.8,,3.8,,-1.1,,5,,,,M,HOPEDALE (AUT),6.2,,,,,,165,140,140,140,2023
141,8502400,0.0,,,2023-05-22,22,,M,16.1,,55.45,-60.22,4.9,,1.9,,-1.2,,5,,,,M,HOPEDALE (AUT),0.5,,,,,,164,141,141,141,2023
