,Climate ID,Cool Deg Days (°C),Cool Deg Days Flag,Data Quality,Date/Time,Day,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Heat Deg Days (°C),Heat Deg Days Flag,Latitude (y),Longitude (x),Max Temp (°C),Max Temp Flag,Mean Temp (°C),Mean Temp Flag,Min Temp (°C),Min Temp Flag,Month,Snow on Grnd (cm),Snow on Grnd Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station Name,Total Precip (mm),Total Precip Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Year
10,3081680,0.0,,,2023-01-11,11,,,29.0,,54.42,-110.28,-9.2,,-11.0,,-12.8,,1,37.0,T,,,COLD LAKE A,0.0,T,0.0,,0.0,T,319,10,10,2023
11,3081680,0.0,,,2023-01-12,12,28.0,,29.1,,54.42,-110.28,-8.9,,-11.1,,-13.3,,1,37.0,,39,,COLD LAKE A,0.0,T,0.0,,0.0,T,318,11,11,2023
12,3081680,0.0,,,2023-01-13,13,27.0,,31.6,,54.42,-110.28,-10.2,,-13.6,,-17.0,,1,37.0,T,43,,COLD LAKE A,0.0,T,0.0,,0.0,T,317,12,12,2023
13,3081680,0.0,,,2023-01-14,14,8.0,,29.3,,54.42,-110.28,-8.1,,-11.3,,-14.4,,1,37.0,,33,,COLD LAKE A,6.0,,0.0,,6.4,,316,13,13,2023
14,3081680,0.0,,,2023-01-15,15,26.0,,28.3,,54.42,-110.28,-6.3,,-10.3,,-14.3,,1,41.0,,43,,COLD LAKE A,0.0,,0.0,,0.0,,315,14,14,2023
15,3081680,0.0,,,2023-01-16,16,,,25.6,,54.42,-110.28,-6.1,,-7.6,,-9.0,,1,41.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,314,15,15,2023
16,3081680,0.0,,,2023-01-17,17,,,25.6,,54.42,-110.28,-6.0,,-7.6,,-9.1,,1,40.0,T,,,COLD LAKE A,0.0,T,0.0,,0.0,T,313,16,16,2023
17,3081680,0.0,,,2023-01-18,18,,,26.6,,54.42,-110.28,-7.6,,-8.6,,-9.5,,1,40.0,T,,,COLD LAKE A,0.0,T,0.0,,0.0,T,312,17,17,2023
18,3081680,0.0,,,2023-01-19,19,30.0,,27.2,,54.42,-110.28,-7.4,,-9.2,,-11.0,,1,40.0,T,48,,COLD LAKE A,0.0,T,0.0,,0.0,T,311,18,18,2023
19,3081680,0.0,,,2023-01-20,20,,,24.0,,54.42,-110.28,-1.2,,-6.0,,-10.8,,1,40.0,T,,,COLD LAKE A,0.0,,0.0,,0.0,T,310,19,19,2023
20,3081680,0.0,,,2023-01-21,21,,,21.0,,54.42,-110.28,3.3,,-3.0,,-9.3,,1,40.0,,,,COLD LAKE A,0.0,,0.0,,0.0,T,309,20,20,2023
21,3081680,0.0,,,2023-01-22,22,33.0,,20.5,,54.42,-110.28,3.2,,-2.5,,-8.1,,1,36.0,,44.0,,COLD LAKE A,0.2,,0.2,,0.0,,308,21,21,2023
22,3081680,0.0,,,2023-01-23,23,7.0,,25.9,,54.42,-110.28,-3.0,,-7.9,,-12.7,,1,35.0,,37,,COLD LAKE A,5.0,,0.0,,4.8,,307,22,22,2023
23,3081680,0.0,,,2023-01-24,24,,,20.7,,54.42,-110.28,-0.1,,-2.7,,-5.3,,1,41.0,T,,,COLD LAKE A,0.0,T,0.0,,0.0,T,306,23,23,2023
24,3081680,0.0,,,2023-01-25,25,,,22.8,,54.42,-110.28,-0.2,,-4.8,,-9.4,,1,40.0,T,,,COLD LAKE A,0.0,T,0.0,,0.0,T,305,24,24,2023
25,3081680,0.0,,,2023-01-26,26,32.0,,18.2,,54.42,-110.28,4.4,,-0.2,,-4.7,,1,41.0,T,63.0,,COLD LAKE A,0.8,,0.8,,0.0,T,304,25,25,2023
26,3081680,0.0,,,2023-01-27,27,4.0,,30.6,,54.42,-110.28,-3.6,,-12.6,,-21.6,,1,40.0,T,35.0,,COLD LAKE A,0.8,,0.0,,1.2,,303,26,26,2023
27,3081680,0.0,,,2023-01-28,28,31.0,,37.6,,54.42,-110.28,-17.0,,-19.6,,-22.1,,1,39.0,T,44.0,,COLD LAKE A,0.0,T,0.0,,0.0,T,302,27,27,2023
28,3081680,0.0,,,2023-01-29,29,33.0,,41.4,,54.42,-110.28,-19.7,,-23.4,,-27.0,,1,39.0,T,37.0,,COLD LAKE A,0.0,T,0.0,,0.0,T,301,28,28,2023
29,3081680,0.0,,,2023-01-30,30,31.0,,39.0,,54.42,-110.28,-15.1,,-21.0,,-26.9,,1,39.0,T,41,,COLD LAKE A,0.2,T,0.0,,0.2,T,300,29,29,2023
30,3081680,0.0,,,2023-01-31,31,,,36.1,,54.42,-110.28,-15.1,,-18.1,,-21.0,,1,40.0,T,,,COLD LAKE A,1.0,,0.0,,1.4,T,299,30,30,2023
31,3081680,0.0,,,2023-02-01,1,,,42.4,,54.42,-110.28,-17.9,,-24.4,,-30.8,,2,39.0,T,,,COLD LAKE A,0.0,T,0.0,,0.2,T,298,31,31,2023
32,3081680,0.0,,,2023-02-02,2,15.0,,46.0,,54.42,-110.28,-18.6,,-28.0,,-37.3,,2,38.0,T,33.0,,COLD LAKE A,0.0,T,0.0,,0.0,T,297,32,32,2023
33,3081680,0.0,,,2023-02-03,3,29.0,,31.6,,54.42,-110.28,-6.6,,-13.6,,-20.6,,2,38.0,T,35,,COLD LAKE A,0.0,T,0.0,,0.0,T,296,33,33,2023
34,3081680,0.0,,,2023-02-04,4,,,24.2,,54.42,-110.28,-2.9,,-6.2,,-9.4,,2,38.0,T,,,COLD LAKE A,3.7,,0.0,,3.0,,295,34,34,2023
35,3081680,0.0,,,2023-02-05,5,35.0,,23.1,,54.42,-110.28,-1.4,,-5.1,,-8.7,,2,41.0,T,39,,COLD LAKE A,0.0,T,0.0,,0.0,T,294,35,35,2023
36,3081680,0.0,,,2023-02-06,6,30.0,,21.0,,54.42,-110.28,0.9,,-3.0,,-6.9,,2,39.0,,44.0,,COLD LAKE A,0.0,T,0.0,T,0.0,,293,36,36,2023
37,3081680,0.0,,,2023-02-07,7,29.0,,19.3,,54.42,-110.28,4.5,,-1.3,,-7.1,,2,38.0,,46.0,,COLD LAKE A,0.0,,0.0,,0.0,,292,37,37,2023
38,3081680,0.0,,,2023-02-08,8,27.0,,25.4,,54.42,-110.28,-1.7,,-7.4,,-13.1,,2,34.0,,43,,COLD LAKE A,0.0,,0.0,,0.0,,291,38,38,2023
39,3081680,0.0,,,2023-02-09,9,,,25.6,,54.42,-110.28,0.7,,-7.6,,-15.9,,2,34.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,290,39,39,2023
40,3081680,0.0,,,2023-02-10,10,27.0,,20.7,,54.42,-110.28,2.7,,-2.7,,-8.1,,2,33.0,,31.0,,COLD LAKE A,4.8,,4.8,,0.0,T,289,40,40,2023
41,3081680,0.0,,,2023-02-11,11,28.0,,17.0,,54.42,-110.28,3.9,,1.0,,-2.0,,2,33.0,,46.0,,COLD LAKE A,0.0,T,0.0,T,0.0,,288,41,41,2023
42,3081680,0.0,,,2023-02-12,12,,,19.9,,54.42,-110.28,2.0,,-1.9,,-5.7,,2,33.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,287,42,42,2023
43,3081680,0.0,,,2023-02-13,13,35.0,,21.0,,54.42,-110.28,4.0,,-3.0,,-10.0,,2,33.0,,54.0,,COLD LAKE A,0.0,T,0.0,,0.3,,286,43,43,2023
44,3081680,0.0,,,2023-02-14,14,16.0,,32.2,,54.42,-110.28,-10.0,,-14.2,,-18.3,,2,34.0,,35,,COLD LAKE A,0.0,T,0.0,,0.0,T,285,44,44,2023
45,3081680,0.0,,,2023-02-15,15,,,32.9,,54.42,-110.28,-14.0,,-14.9,,-15.7,,2,35.0,,,,COLD LAKE A,0.0,T,0.0,,0.0,T,284,45,45,2023
46,3081680,0.0,,,2023-02-16,16,9.0,,25.6,,54.42,-110.28,0.1,,-7.6,,-15.2,,2,36.0,,41,,COLD LAKE A,0.0,T,0.0,,0.2,,283,46,46,2023
47,3081680,0.0,,,2023-02-17,17,12.0,,22.1,,54.42,-110.28,-1.4,,-4.1,,-6.8,,2,36.0,,44,,COLD LAKE A,0.2,,0.0,,0.2,,282,47,47,2023
48,3081680,0.0,,,2023-02-18,18,14.0,,30.1,,54.42,-110.28,-5.8,,-12.1,,-18.4,,2,37.0,,33,,COLD LAKE A,0.4,,0.0,,0.9,,281,48,48,2023
49,3081680,0.0,,,2023-02-19,19,16.0,,34.6,,54.42,-110.28,-13.5,,-16.6,,-19.7,,2,37.0,,46,,COLD LAKE A,4.6,,0.0,,4.2,,280,49,49,2023
50,3081680,0.0,,,2023-02-20,20,,,33.0,,54.42,-110.28,-12.0,,-15.0,,-17.9,,2,41.0,,,,COLD LAKE A,0.0,T,0.0,,0.0,T,279,50,50,2023
51,3081680,0.0,,,2023-02-21,21,4.0,,41.4,,54.42,-110.28,-16.7,,-23.4,,-30.0,,2,41.0,,31.0,,COLD LAKE A,0.0,,0.0,,0.0,,278,51,51,2023
52,3081680,0.0,,,2023-02-22,22,30.0,,48.1,,54.42,-110.28,-22.8,,-30.1,,-37.3,,2,41.0,,56,,COLD LAKE A,0.0,,0.0,,0.0,,277,52,52,2023
53,3081680,0.0,,,2023-02-23,23,30.0,,45.0,,54.42,-110.28,-18.0,,-27.0,,-35.9,,2,40.0,,56,,COLD LAKE A,0.0,,0.0,,0.0,,276,53,53,2023
54,3081680,0.0,,,2023-02-24,24,28.0,,45.6,,54.42,-110.28,-20.2,,-27.6,,-35.0,,2,40.0,,35,,COLD LAKE A,0.0,,0.0,,0.0,,275,54,54,2023
55,3081680,0.0,,,2023-02-25,25,,,36.8,,54.42,-110.28,-9.5,,-18.8,,-28.0,,2,40.0,,,,COLD LAKE A,0.0,T,0.0,,0.0,T,274,55,55,2023
56,3081680,0.0,,,2023-02-26,26,,,30.2,,54.42,-110.28,-8.0,,-12.2,,-16.4,,2,39.0,,,,COLD LAKE A,0.0,T,0.0,,0.0,T,273,56,56,2023
57,3081680,0.0,,,2023-02-27,27,27.0,,28.8,,54.42,-110.28,-7.0,,-10.8,,-14.6,,2,39.0,,31.0,,COLD LAKE A,0.0,,0.0,,0.0,,272,57,57,2023
58,3081680,0.0,,,2023-02-28,28,,,32.6,,54.42,-110.28,-11.6,,-14.6,,-17.6,,2,39.0,,,,COLD LAKE A,0.0,T,0.0,,0.0,T,271,58,58,2023
59,3081680,0.0,,,2023-03-01,1,,,30.2,,54.42,-110.28,-8.5,,-12.2,,-15.8,,3,39.0,,,,COLD LAKE A,5.0,,0.0,,8.1,,270,59,59,2023
60,3081680,0.0,,,2023-03-02,2,,,26.2,,54.42,-110.28,-3.4,,-8.2,,-12.9,,3,49.0,,,,COLD LAKE A,0.0,T,0.0,,0.0,T,269,60,60,2023
61,3081680,0.0,,,2023-03-03,3,,,21.0,,54.42,-110.28,0.7,,-3.0,,-6.6,,3,47.0,,,,COLD LAKE A,2.2,,0.0,,4.0,,268,61,61,2023
62,3081680,0.0,,,2023-03-04,4,,,30.3,,54.42,-110.28,-4.7,,-12.3,,-19.9,,3,50.0,,,,COLD LAKE A,0.0,T,0.0,,0.2,,267,62,62,2023
63,3081680,0.0,,,2023-03-05,5,,,39.3,,54.42,-110.28,-14.8,,-21.3,,-27.8,,3,49.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,266,63,63,2023
64,3081680,0.0,,,2023-03-06,6,15.0,,35.3,,54.42,-110.28,-11.8,,-17.3,,-22.8,,3,49.0,,37,,COLD LAKE A,0.0,T,0.0,,0.0,T,265,64,64,2023
65,3081680,0.0,,,2023-03-07,7,15.0,,31.3,,54.42,-110.28,-7.8,,-13.3,,-18.8,,3,46.0,,37.0,,COLD LAKE A,0.0,T,0.0,,0.0,T,264,65,65,2023
66,3081680,0.0,,,2023-03-08,8,,,33.4,,54.42,-110.28,-10.3,,-15.4,,-20.4,,3,46.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,263,66,66,2023
67,3081680,0.0,,,2023-03-09,9,15.0,,34.2,,54.42,-110.28,-8.8,,-16.2,,-23.5,,3,45.0,,31.0,,COLD LAKE A,0.0,T,0.0,,0.0,T,262,67,67,2023
68,3081680,0.0,,,2023-03-10,10,9.0,,28.4,,54.42,-110.28,-6.6,,-10.4,,-14.2,,3,45.0,,35.0,,COLD LAKE A,0.8,,0.0,,1.4,,261,68,68,2023
69,3081680,0.0,,,2023-03-11,11,27.0,,27.0,,54.42,-110.28,-5.4,,-9.0,,-12.5,,3,46.0,,43,,COLD LAKE A,1.0,,0.0,,1.8,,260,69,69,2023
70,3081680,0.0,,,2023-03-12,12,,,29.3,,54.42,-110.28,-5.2,,-11.3,,-17.3,,3,48.0,,,,COLD LAKE A,0.2,,0.0,,0.4,,259,70,70,2023
71,3081680,0.0,,,2023-03-13,13,9.0,,30.9,,54.42,-110.28,-7.3,,-12.9,,-18.4,,3,48.0,,31.0,,COLD LAKE A,0.2,,0.0,,0.2,,258,71,71,2023
72,3081680,0.0,,,2023-03-14,14,29.0,,25.6,,54.42,-110.28,-3.2,,-7.6,,-11.9,,3,47.0,,35.0,,COLD LAKE A,0.8,,0.0,,1.4,,257,72,72,2023
73,3081680,0.0,,,2023-03-15,15,29.0,,31.1,,54.42,-110.28,-4.3,,-13.1,,-21.9,,3,48.0,,41,,COLD LAKE A,0.0,T,0.0,T,0.0,,256,73,73,2023
74,3081680,0.0,,,2023-03-16,16,29.0,,28.2,,54.42,-110.28,-3.9,,-10.2,,-16.5,,3,46.0,,65,,COLD LAKE A,0.0,T,0.0,,0.0,T,255,74,74,2023
75,3081680,0.0,,,2023-03-17,17,,,26.5,,54.42,-110.28,3.2,,-8.5,,-20.1,,3,46.0,,,,COLD LAKE A,0.0,T,0.0,T,0.0,,254,75,75,2023
76,3081680,0.0,,,2023-03-18,18,13.0,,25.7,,54.42,-110.28,-0.1,,-7.7,,-15.2,,3,45.0,,46,,COLD LAKE A,0.0,,0.0,,0.0,,253,76,76,2023
77,3081680,0.0,,,2023-03-19,19,,,23.8,,54.42,-110.28,4.0,,-5.8,,-15.6,,3,44.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,252,77,77,2023
78,3081680,0.0,,,2023-03-20,20,,,22.4,,54.42,-110.28,-0.9,,-4.4,,-7.9,,3,42.0,,,,COLD LAKE A,0.0,T,0.0,,0.0,T,251,78,78,2023
79,3081680,0.0,,,2023-03-21,21,,,25.2,,54.42,-110.28,-2.5,,-7.2,,-11.8,,3,43.0,,,,COLD LAKE A,0.4,,0.0,,0.4,,250,79,79,2023
80,3081680,0.0,,,2023-03-22,22,19.0,,26.8,,54.42,-110.28,-1.8,,-8.8,,-15.8,,3,43.0,,31.0,,COLD LAKE A,0.0,,0.0,,0.0,,249,80,80,2023
81,3081680,0.0,,,2023-03-23,23,4.0,,22.4,,54.42,-110.28,6.3,,-4.4,,-15.1,,3,43.0,,31.0,,COLD LAKE A,0.0,,0.0,,0.0,,248,81,81,2023
82,3081680,0.0,,,2023-03-24,24,,,24.0,,54.42,-110.28,-1.1,,-6.0,,-10.9,,3,42.0,,,,COLD LAKE A,0.0,T,0.0,T,0.0,T,247,82,82,2023
83,3081680,0.0,,,2023-03-25,25,,,24.6,,54.42,-110.28,2.0,,-6.6,,-15.2,,3,42.0,,,,COLD LAKE A,0.0,T,0.0,T,0.0,T,246,83,83,2023
84,3081680,0.0,,,2023-03-26,26,1.0,,27.6,,54.42,-110.28,-4.8,,-9.6,,-14.4,,3,42.0,,37,,COLD LAKE A,0.0,T,0.0,T,0.0,,245,84,84,2023
85,3081680,0.0,,,2023-03-27,27,25.0,,33.0,,54.42,-110.28,-7.6,,-15.0,,-22.4,,3,42.0,,31,,COLD LAKE A,0.0,,0.0,,0.0,,244,85,85,2023
86,3081680,0.0,,,2023-03-28,28,22.0,,26.3,,54.42,-110.28,-3.0,,-8.3,,-13.6,,3,42.0,,33,,COLD LAKE A,0.0,T,0.0,,0.0,T,243,86,86,2023
87,3081680,0.0,,,2023-03-29,29,,,20.4,,54.42,-110.28,4.0,,-2.4,,-8.8,,3,42.0,,,,COLD LAKE A,0.0,T,0.0,T,0.0,,242,87,87,2023
88,3081680,0.0,,,2023-03-30,30,3.0,,22.6,,54.42,-110.28,1.7,,-4.6,,-10.8,,3,40.0,,33,,COLD LAKE A,0.0,T,0.0,T,0.0,,241,88,88,2023
89,3081680,0.0,,,2023-03-31,31,,,19.4,,54.42,-110.28,4.1,,-1.4,,-6.8,,3,40.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,240,89,89,2023
90,3081680,0.0,,,2023-04-01,1,,,23.1,,54.42,-110.28,-1.0,,-5.1,,-9.2,,4,40.0,,,,COLD LAKE A,0.0,T,0.0,T,0.0,,239,90,90,2023
91,3081680,0.0,,,2023-04-02,2,,,22.1,,54.42,-110.28,0.4,,-4.1,,-8.6,,4,39.0,,,,COLD LAKE A,0.2,,0.0,,0.0,T,238,91,91,2023
92,3081680,0.0,,,2023-04-03,3,20.0,,21.9,,54.42,-110.28,-1.6,,-3.9,,-6.2,,4,39.0,,33,,COLD LAKE A,0.0,T,0.0,,0.0,T,237,92,92,2023
93,3081680,0.0,,,2023-04-04,4,,,21.1,,54.42,-110.28,1.4,,-3.1,,-7.6,,4,40.0,,,,COLD LAKE A,0.0,T,0.0,,0.2,,236,93,93,2023
94,3081680,0.0,,,2023-04-05,5,1.0,,22.5,,54.42,-110.28,1.7,,-4.5,,-10.7,,4,39.0,,52,,COLD LAKE A,0.0,,0.0,,0.0,,235,94,94,2023
95,3081680,0.0,,,2023-04-06,6,,,22.5,,54.42,-110.28,2.0,,-4.5,,-10.9,,4,38.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,234,95,95,2023
96,3081680,0.0,,,2023-04-07,7,16.0,,19.9,,54.42,-110.28,5.7,,-1.9,,-9.4,,4,37.0,,37.0,,COLD LAKE A,0.0,,0.0,,0.0,,233,96,96,2023
97,3081680,0.0,,,2023-04-08,8,,,14.4,,54.42,-110.28,8.2,,3.6,,-1.0,,4,34.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,232,97,97,2023
98,3081680,0.0,,,2023-04-09,9,,,12.4,,54.42,-110.28,13.0,,5.6,,-1.9,,4,29.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,231,98,98,2023
99,3081680,0.0,,,2023-04-10,10,28.0,,11.4,,54.42,-110.28,10.2,,6.6,,3.0,,4,19.0,,44.0,,COLD LAKE A,0.0,,0.0,,0.0,,230,99,99,2023
100,3081680,0.0,,,2023-04-11,11,13.0,,14.9,,54.42,-110.28,5.3,,3.1,,0.8,,4,9.0,,35.0,,COLD LAKE A,2.6,,2.6,,0.0,,229,100,100,2023
101,3081680,0.0,,,2023-04-12,12,25.0,,14.4,,54.42,-110.28,8.6,,3.6,,-1.5,,4,6.0,,46.0,,COLD LAKE A,0.0,,0.0,,0.0,,228,101,101,2023
102,3081680,0.0,,,2023-04-13,13,,,13.8,,54.42,-110.28,11.0,,4.2,,-2.6,,4,1.0,,,,COLD LAKE A,0.0,,0.0,,0.0,,227,102,102,2023
103,3081680,0.0,,,2023-04-14,14,30.0,,14.1,,54.42,-110.28,11.7,,3.9,,-4.0,,4,0.0,T,50,,COLD LAKE A,0.0,,0.0,,0.0,,226,103,103,2023
104,3081680,0.0,,,2023-04-15,15,27.0,,13.5,,54.42,-110.28,12.3,,4.5,,-3.3,,4,,,35,,COLD LAKE A,0.0,,0.0,,0.0,,225,104,104,2023
105,3081680,0.0,,,2023-04-16,16,14.0,,9.5,,54.42,-110.28,15.9,,8.5,,1.1,,4,,,46.0,,COLD LAKE A,0.0,,0.0,,0.0,,224,105,105,2023
106,3081680,0.0,,,2023-04-17,17,9.0,,10.4,,54.42,-110.28,12.9,,7.6,,2.3,,4,,,41.0,,COLD LAKE A,1.6,,1.6,,0.0,,223,106,106,2023
107,3081680,0.0,,,2023-04-18,18,13.0,,10.9,,54.42,-110.28,11.7,,7.1,,2.4,,4,,,31.0,,COLD LAKE A,0.2,T,0.2,T,0.0,T,222,107,107,2023
108,3081680,0.0,,,2023-04-19,19,27.0,,16.9,,54.42,-110.28,3.0,,1.1,,-0.8,,4,,,39,,COLD LAKE A,0.0,,0.0,,0.0,,221,108,108,2023
109,3081680,0.0,,,2023-04-20,20,9.0,,16.4,,54.42,-110.28,6.6,,1.6,,-3.5,,4,,,33,,COLD LAKE A,0.0,,0.0,,0.0,,220,109,109,2023
110,3081680,0.0,,,2023-04-21,21,,,17.2,,54.42,-110.28,6.0,,0.8,,-4.5,,4,,,,,COLD LAKE A,0.0,T,0.0,T,0.0,,219,110,110,2023
111,3081680,0.0,,,2023-04-22,22,,,17.7,,54.42,-110.28,7.4,,0.3,,-6.9,,4,,,,,COLD LAKE A,0.0,,0.0,,0.0,,218,111,111,2023
112,3081680,0.0,,,2023-04-23,23,13.0,,13.0,,54.42,-110.28,12.4,,5.0,,-2.5,,4,,,44.0,,COLD LAKE A,0.0,,0.0,,0.0,,217,112,112,2023
113,3081680,0.0,,,2023-04-24,24,12.0,,10.3,,54.42,-110.28,11.7,,7.7,,3.7,,4,,,44.0,,COLD LAKE A,0.0,T,0.0,T,0.0,,216,113,113,2023
114,3081680,0.0,,,2023-04-25,25,30.0,,11.4,,54.42,-110.28,14.4,,6.6,,-1.2,,4,,,67.0,,COLD LAKE A,3.6,,3.6,,0.0,,215,114,114,2023
115,3081680,0.0,,,2023-04-26,26,28.0,,11.8,,54.42,-110.28,13.5,,6.2,,-1.2,,4,,,39.0,,COLD LAKE A,0.0,,0.0,,0.0,,214,115,115,2023
116,3081680,0.0,,,2023-04-27,27,,,11.0,,54.42,-110.28,11.8,,7.0,,2.1,,4,,,,,COLD LAKE A,0.0,,0.0,,0.0,,213,116,116,2023
117,3081680,0.0,,,2023-04-28,28,33.0,,6.6,,54.42,-110.28,17.4,,11.4,,5.4,,4,,,56.0,,COLD LAKE A,0.0,,0.0,,0.0,,212,117,117,2023
118,3081680,0.0,,,2023-04-29,29,,,11.4,,54.42,-110.28,15.6,,6.6,,-2.5,,4,,,,,COLD LAKE A,0.0,,0.0,,0.0,,211,118,118,2023
119,3081680,0.0,,,2023-04-30,30,14.0,,7.2,,54.42,-110.28,19.2,,10.8,,2.4,,4,,,31.0,,COLD LAKE A,0.0,T,0.0,T,0.0,,210,119,119,2023
120,3081680,0.0,,,2023-05-01,1,16.0,,3.0,,54.42,-110.28,24.5,,15.0,,5.4,,5,,,39.0,,COLD LAKE A,0.0,,0.0,,0.0,,209,120,120,2023
121,3081680,0.0,,,2023-05-02,2,,,3.0,,54.42,-110.28,21.1,,15.0,,8.9,,5,,,,,COLD LAKE A,0.0,T,0.0,T,0.0,,208,121,121,2023
122,3081680,0.0,,,2023-05-03,3,16.0,,3.4,,54.42,-110.28,27.0,,14.6,,2.2,,5,,,35.0,,COLD LAKE A,0.0,,0.0,,0.0,,207,122,122,2023
123,3081680,2.9,,,2023-05-04,4,14.0,,0.0,,54.42,-110.28,30.0,,20.9,,11.8,,5,,,35.0,,COLD LAKE A,0.0,,0.0,,0.0,,206,123,123,2023
124,3081680,0.0,,,2023-05-05,5,8.0,,2.5,,54.42,-110.28,22.0,,15.5,,8.9,,5,,,50.0,,COLD LAKE A,0.0,,0.0,,0.0,,205,124,124,2023
125,3081680,0.0,,,2023-05-06,6,11.0,,6.2,,54.42,-110.28,17.2,,11.8,,6.3,,5,,,44.0,,COLD LAKE A,0.0,,0.0,,0.0,,204,125,125,2023
126,3081680,0.0,,,2023-05-07,7,13.0,,6.6,,54.42,-110.28,18.2,,11.4,,4.6,,5,,,37.0,,COLD LAKE A,0.4,,0.4,,0.0,,203,126,126,2023
127,3081680,0.0,,,2023-05-08,8,,,4.4,,54.42,-110.28,18.5,,13.6,,8.7,,5,,,,,COLD LAKE A,0.0,T,0.0,T,0.0,,202,127,127,2023
128,3081680,0.0,,,2023-05-09,9,8.0,,4.6,,54.42,-110.28,21.3,,13.4,,5.5,,5,,,33.0,,COLD LAKE A,0.0,,0.0,,0.0,,201,128,128,2023
129,3081680,0.0,,,2023-05-10,10,34.0,,5.2,,54.42,-110.28,21.8,,12.8,,3.7,,5,,,37.0,,COLD LAKE A,0.0,,0.0,,0.0,,200,129,129,2023
130,3081680,0.0,,,2023-05-11,11,7.0,,5.2,,54.42,-110.28,23.2,,12.8,,2.4,,5,,,59.0,,COLD LAKE A,1.2,,1.2,,0.0,,199,130,130,2023
131,3081680,0.0,,,2023-05-12,12,,,2.4,,54.42,-110.28,26.0,,15.6,,5.1,,5,,,,,COLD LAKE A,0.0,,0.0,,0.0,,198,131,131,2023
132,3081680,0.0,,,2023-05-13,13,10.0,,1.1,,54.42,-110.28,27.2,,16.9,,6.5,,5,,,37,,COLD LAKE A,0.0,,0.0,,0.0,,197,132,132,2023
133,3081680,2.1,,,2023-05-14,14,22.0,,0.0,,54.42,-110.28,27.8,,20.1,,12.4,,5,,,35.0,,COLD LAKE A,0.0,,0.0,,0.0,,196,133,133,2023
